章节,单词,解释
Chapter-19 社会⻆⾊,spy,"n. 间谍, 特务 v. 搜集情报, 从事间谍活动"
Chapter-19 社会⻆⾊,scout,"n. 侦察员, 侦察机 v. 侦察, 搜寻"
Chapter-19 社会⻆⾊,general,n. 将军 adj. 总的; ⼀般性的
Chapter-19 社会⻆⾊,soldier,"n. ⼠兵, 战⼠"
Chapter-19 社会⻆⾊,veteran,n. ⽼兵; ⽼⼿
Chapter-19 社会⻆⾊,pioneer,"n. 先驱, 开创者"
Chapter-19 社会⻆⾊,prophet,n. 预⾔家; 先知
Chapter-19 社会⻆⾊,herald,"n. 使者, 传令官; 先驱, 预兆 v. 预告; 宣布"
Chapter-19 社会⻆⾊,heir,n. 后嗣; 继承⼈
Chapter-19 社会⻆⾊,successor,"n. 接替者, 继任者; 后继的事物"
Chapter-19 社会⻆⾊,generation,n. ⼀代⼈; ⼀代
Chapter-19 社会⻆⾊,surname,n. 姓 v. 给…起别⼈
Chapter-19 社会⻆⾊,gender,n. 性别
Chapter-19 社会⻆⾊,sex,n. 性别; 性⾏为
Chapter-19 社会⻆⾊,female,n. ⼥⼦; 雌性⽣物 adj. ⼥的; 雌性的
Chapter-19 社会⻆⾊,couple,"n. 夫妻, 情侣; 两个; ⼏个"
Chapter-19 社会⻆⾊,spouse,"n. 配偶, 夫或妻"
Chapter-19 社会⻆⾊,husband,n. 丈夫
Chapter-19 社会⻆⾊,gay,n. 同性恋者 adj. 同性恋的; 快乐的; 艳丽的
Chapter-19 社会⻆⾊,grandfather,n. 祖⽗
Chapter-19 社会⻆⾊,father-in-law,n. 岳⽗; 公公
Chapter-19 社会⻆⾊,sibling,n. 兄; 弟; 姐; 妹
Chapter-19 社会⻆⾊,cousin,n. 堂(或表)兄(弟姐妹)
Chapter-19 社会⻆⾊,nephew,n. 侄⼦; 外甥
Chapter-19 社会⻆⾊,niece,n. 侄⼥; 外甥⼥
Chapter-19 社会⻆⾊,twin,adj. 成双的 adj. 双胞胎之⼀
Chapter-19 社会⻆⾊,embryo,n. 胚胎 adj. 胚胎的; 初期的
Chapter-19 社会⻆⾊,infant,n. 婴⼉ adj. 供婴⼉⽤的; 婴⼉的
Chapter-19 社会⻆⾊,orphan,n. 孤⼉ v. 使成为孤⼉
Chapter-19 社会⻆⾊,juvenile,adj. 少年的 n. 少年
Chapter-19 社会⻆⾊,youngster,n. 年轻⼈; 少年
Chapter-19 社会⻆⾊,youth,n. ⻘年时期; ⻘春; ⻘年
Chapter-19 社会⻆⾊,gang,"n. ⼀帮, ⼀伙"
Chapter-19 社会⻆⾊,teenage,adj. ⻘少年
Chapter-19 社会⻆⾊,adolescence,n. ⻘春期
Chapter-19 社会⻆⾊,kin,"n. 亲属, 亲戚 adj. 有⾎缘关系的; 类似的"
Chapter-19 社会⻆⾊,folk,"n. ⼈们; 家属, 亲属"
Chapter-19 社会⻆⾊,relative,"n. 亲戚 adj. 相对的, 有关的"
Chapter-19 社会⻆⾊,intimate,"adj. 亲密的; 个⼈隐私的 n. 密友, ⾄交"
Chapter-19 社会⻆⾊,dear,adj. 亲爱的 int. 啊呀
Chapter-19 社会⻆⾊,darling,n. 亲爱的; 宠⼉
Chapter-19 社会⻆⾊,lover,n. 爱好者; 情⼈
Chapter-19 社会⻆⾊,beloved,n. 爱⼈ adj. 深受喜爱的
Chapter-19 社会⻆⾊,madam,"n. ⼥⼠, 夫⼈"
Chapter-19 社会⻆⾊,hostess,n. ⼥主⼈
Chapter-19 社会⻆⾊,landlady,n. ⼥房东; ⼥地主
Chapter-19 社会⻆⾊,mistress,"n. ⼥主⼈, 主妇; 情妇"
Chapter-19 社会⻆⾊,housewife,n. 家庭主妇
Chapter-19 社会⻆⾊,widow,"n. 寡妇, 遗孀"
Chapter-19 社会⻆⾊,maid,"n. ⼥佣, ⼥仆; 少⼥"
Chapter-19 社会⻆⾊,maiden,"n. 少⼥, 姑娘"
Chapter-19 社会⻆⾊,household,"n. 家庭, ⼀户; 家务"
Chapter-19 社会⻆⾊,chore,n. 家庭杂务; 锁事; 乏味⽆聊的⼯作
Chapter-19 社会⻆⾊,host,"n. 主⼈, 东道主"
Chapter-19 社会⻆⾊,landlord,n. 地主; 房东; 店主
Chapter-19 社会⻆⾊,tenant,n. 房客; 租房
Chapter-19 社会⻆⾊,guest,"n. 客⼈, 宾客; 旅客"
Chapter-19 社会⻆⾊,customer,"n. 顾客, 主顾, 客户"
Chapter-19 社会⻆⾊,client,"n. 顾客, 客户; 委托⼈"
Chapter-19 社会⻆⾊,encounter,v. n. 遭遇; 偶遇; 邂逅
Chapter-19 社会⻆⾊,chase,v. n. 追逐; 追求
Chapter-19 社会⻆⾊,miss,v. 相念; 未注意到
Chapter-19 社会⻆⾊,appointment,n. 约会; 预约; 指派
Chapter-19 社会⻆⾊,accompany,v. 陪伴; 伴随
Chapter-19 社会⻆⾊,dependent,"adj. 依靠的, 依赖的"
Chapter-19 社会⻆⾊,propose,v. 提议; 打算; 向…求婚
Chapter-19 社会⻆⾊,engagement,n. 婚约; 约定
Chapter-19 社会⻆⾊,marry,"v. 结婚, 娶, 嫁"
Chapter-19 社会⻆⾊,wedding,n. 婚礼
Chapter-19 社会⻆⾊,honeymoon,n. 蜜⽉
Chapter-19 社会⻆⾊,kiss,"v. 吻, 接吻 n. 吻"
Chapter-19 社会⻆⾊,divorce,n. 离婚; 脱离 v. 离婚; 使脱离
Chapter-19 社会⻆⾊,separate,"adj. 分开的, 单独的 v. 分开; 分居"
Chapter-19 社会⻆⾊,single,adj. 单⼀的; 单身的
Chapter-19 社会⻆⾊,sole,"adj. 仅有的, 唯⼀的"
Chapter-19 社会⻆⾊,respective,"adj. 各⾃的, 分别的"
Chapter-19 社会⻆⾊,each,"pron. 各个, 各⾃ det. 各, 每"
Chapter-19 社会⻆⾊,individual,"n. 个⼈; 个体 adj. 个别的, 单独的"
Chapter-19 社会⻆⾊,commuter,"n. 上下班往返者, 通勤者"
Chapter-19 社会⻆⾊,neighbourhood,n. 社区; 居住区; 周边地区
Chapter-19 社会⻆⾊,member,n. 成员; 会员
Chapter-19 社会⻆⾊,boss,"n. ⽼板, 上司 v. 对…指⼿画脚"
Chapter-19 社会⻆⾊,manager,"n. 经理, 管理⼈"
Chapter-19 社会⻆⾊,supervisor,"n. 管理者, 监督者"
Chapter-19 社会⻆⾊,subordinate,"n. 部属, 下级 adj. 次要的; 下级的"
Chapter-19 社会⻆⾊,partner,"n. 伙伴, 盟友; 合伙⼈; 搭档"
Chapter-19 社会⻆⾊,mate,n. 伙伴; 同伴
Chapter-19 社会⻆⾊,colleague,"n. 同事, 同⾏"
Chapter-19 社会⻆⾊,comrade,"n. 朋友; 战友, 同志"
Chapter-19 社会⻆⾊,acquaintance,"n. 认识的⼈, 泛泛之交; 认识; 了解"
Chapter-19 社会⻆⾊,friendship,"n. 友谊; 友情, 友好"
Chapter-19 社会⻆⾊,affection,"n. 喜爱, 钟爱; 爱慕"
Chapter-19 社会⻆⾊,stranger,n. 陌⽣⼈; 新来者
Chapter-19 社会⻆⾊,apprentice,"n. 学徒, 徒弟 v. 使当…的学徒"
Chapter-19 社会⻆⾊,deputy,"n. 代理⼈, 副⼿"
Chapter-19 社会⻆⾊,hero,"n. 男主⻆, 男主⼈公; 英雄; 勇⼠"
Chapter-19 社会⻆⾊,heroine,"n. ⼥主⻆, ⼥主⼈公; ⼥英雄"
Chapter-19 社会⻆⾊,actress,n. ⼥演员
Chapter-19 社会⻆⾊,chancellor,n. (德国或奥地利的)总理; (英国)财政⼤⾂
Chapter-19 社会⻆⾊,commander,n. 指挥官; 司令官
Chapter-19 社会⻆⾊,director,n. 导演; 主管; 理事
Chapter-19 社会⻆⾊,proponent,"n. 拥护者, ⽀持者"
Chapter-19 社会⻆⾊,committee,n. 委员会
Chapter-19 社会⻆⾊,council,n. 委员会; 市政委员会
Chapter-19 社会⻆⾊,delegate,"n. 代表 v. 授权, 委派"
Chapter-19 社会⻆⾊,specialist,n. 专家; 专科医⽣
Chapter-19 社会⻆⾊,consultant,n. 顾问; 会诊医师
Chapter-19 社会⻆⾊,veterinary,adj. 兽医的
Chapter-19 社会⻆⾊,counsellor,"n. 顾问, 辅导顾问; 律师"
Chapter-19 社会⻆⾊,solicitor,"n. 诉状律师, 事务律师; 初级律师; 法务官"
Chapter-19 社会⻆⾊,attorney,n. 律师; 代理⼈
Chapter-19 社会⻆⾊,umpire,n. 裁判员
Chapter-19 社会⻆⾊,cashier,n. 收银⾏; 出纳员
Chapter-19 社会⻆⾊,fireman,n. 消防队员
Chapter-19 社会⻆⾊,nurse,n. 护⼠; 保姆 v. 护理
Chapter-19 社会⻆⾊,gardener,"n. 园丁, 花匠"
Chapter-19 社会⻆⾊,barber,n. 理发师; 理发店
Chapter-19 社会⻆⾊,haircut,n. 理发
Chapter-19 社会⻆⾊,fisherman,"n. 渔⺠, 渔夫, 垂钓者"
Chapter-19 社会⻆⾊,butcher,n. 屠夫; 杀⼈狂
Chapter-19 社会⻆⾊,groom,"n. ⻢夫; 新郎 v. (给动物)刷洗; 理⽑, 梳⽑"
Chapter-19 社会⻆⾊,hostage,n. ⼈质; 抵押品
Chapter-19 社会⻆⾊,toil,"n. 苦⼯, 苦活; ⽹, 圈套 v. ⾟勤劳作, 苦⼲"
Chapter-20 ⾏为动作,beggar,n. 乞丐
Chapter-20 ⾏为动作,slave,n. 奴⾪
Chapter-20 ⾏为动作,coward,"n. 懦夫, 胆⼩⻤"
Chapter-20 ⾏为动作,act,v. ⾏动 n. ⾏为
Chapter-20 ⾏为动作,behave,v. 表现; 运转
Chapter-20 ⾏为动作,deed,n. ⾏为; 功绩; 契约
Chapter-20 ⾏为动作,accustom,v. 使习惯于; 使适应
Chapter-20 ⾏为动作,react,"v. 作出反应, 反应"
Chapter-20 ⾏为动作,respond,"v. 回答; 响应, 作出反应"
Chapter-20 ⾏为动作,reflect,v. 反映; 反射
Chapter-20 ⾏为动作,bear,v. ⽣孩⼦; 容忍; 承担责任
Chapter-20 ⾏为动作,adopt,"v. 收养; 采取, 采⽤"
Chapter-20 ⾏为动作,nourish,"v. 滋养, 给…提供营养"
Chapter-20 ⾏为动作,mow,"v. 割, 修剪 n. ⼲草堆"
Chapter-20 ⾏为动作,support,v. ⽀撑; ⽀持; 供养 n. ⽀持; 帮助
Chapter-20 ⾏为动作,exhale,"v. 呼⽓, 呼出"
Chapter-20 ⾏为动作,intake,n. 吸⼊; 摄取量; 新招收者
Chapter-20 ⾏为动作,revive,v. 苏醒; 复兴; 复活
Chapter-20 ⾏为动作,survive,v. 幸存; ⽣存
Chapter-20 ⾏为动作,glare,v. 怒⽬⽽视; 发出强光 n. 刺眼的光; 怒视
Chapter-20 ⾏为动作,glimpse,v. 瞥⻅ n. ⼀瞥
Chapter-20 ⾏为动作,glance,"v. 瞥, 迅速看⼀眼 n. ⼀瞥"
Chapter-20 ⾏为动作,peep,"v. 窥视, 偷看 n. 偷偷⼀瞥"
Chapter-20 ⾏为动作,gaze,"v. 凝视, 注视"
Chapter-20 ⾏为动作,peer,"v. 凝视, 盯着看 n. 同等地位的⼈, 同辈"
Chapter-20 ⾏为动作,stare,"v. 凝视, 盯着看"
Chapter-20 ⾏为动作,contemplate,v. 凝视; 沉思; 考虑
Chapter-20 ⾏为动作,vow,n. 誓约 v. 发誓
Chapter-20 ⾏为动作,oath,n. 誓⾔; 宣誓
Chapter-20 ⾏为动作,pledge,"n. 保证, 誓⾔ v. 保证"
Chapter-20 ⾏为动作,whistler,n. ⼝哨; 哨⼦; 汽笛声 v. 吹⼝哨; 吹哨⼦
Chapter-20 ⾏为动作,reply,"v. n. 回复, 回答"
Chapter-20 ⾏为动作,notify,v. 通知; 布告
Chapter-20 ⾏为动作,assert,"v. 断⾔, 坚称; 坚持⾃⼰的主张"
Chapter-20 ⾏为动作,explain,"v. 说明, 解释"
Chapter-20 ⾏为动作,quarrel,"v. n. 吵架, 争论"
Chapter-20 ⾏为动作,dispute,"v. n. 争论, 辩论"
Chapter-20 ⾏为动作,argument,"n. 辩论, 争论; 论点, 论据"
Chapter-20 ⾏为动作,mention,"v. n. 提及, 说起"
Chapter-20 ⾏为动作,hurry,v. 赶紧; 催促 n. 匆忙
Chapter-20 ⾏为动作,hasten,v. 赶紧; 促进
Chapter-20 ⾏为动作,urge,"v. 催促, 敦促 n. 冲动"
Chapter-20 ⾏为动作,scold,"v. 责骂, 斥责"
Chapter-20 ⾏为动作,curse,v. 咒骂; 诅咒 n. 咒语; 咒骂话
Chapter-20 ⾏为动作,swear,"v. 诅咒, 咒骂; 发誓, 保证"
Chapter-20 ⾏为动作,provoke,"v. 激怒, 挑拨; 引起"
Chapter-20 ⾏为动作,preach,v. 宣扬
Chapter-20 ⾏为动作,boast,"v. n. ⾃夸, 吹嘘"
Chapter-20 ⾏为动作,tease,"v. 取笑, 嘲弄"
Chapter-20 ⾏为动作,mock,"v. 嘲笑, 嘲弄 adj. 模拟的; 假装的"
Chapter-20 ⾏为动作,touch,v. 触摸; 触动 n. 触觉; 接触
Chapter-20 ⾏为动作,hug,v. n. 拥抱
Chapter-20 ⾏为动作,tap,"v. 轻拍, 轻叩; 开发"
Chapter-20 ⾏为动作,clap,v. 拍⼿; 轻拍 n. ⿎掌
Chapter-20 ⾏为动作,applaud,"v. ⿎掌; 称赞, 赞许"
Chapter-20 ⾏为动作,kneel,"v. 跪, 跪下"
Chapter-20 ⾏为动作,catch,v. 捉住; 赶上; 领会
Chapter-20 ⾏为动作,snatch,"v. ⼀把抓住, 迅速夺取"
Chapter-20 ⾏为动作,grab,"v. 抓住, 攫取; 取"
Chapter-20 ⾏为动作,grasp,"v. 抓牢, 握紧; 完全理解, 全⾯领会"
Chapter-20 ⾏为动作,overtake,"v. 超过, 追上; (情感等)压倒"
Chapter-20 ⾏为动作,follow,v. 跟随; 是…的必然结果; 遵循
Chapter-20 ⾏为动作,grip,"v. n. 紧握, 抓牢"
Chapter-20 ⾏为动作,mess,"n. 混乱, 脏乱 v. 弄乱"
Chapter-20 ⾏为动作,twist,"v. 拧, 扭; 使缠绕 n. 拧, 扭动"
Chapter-20 ⾏为动作,scatter,v. 撒; 散开
Chapter-20 ⾏为动作,fold,"v. 折叠, 对折"
Chapter-20 ⾏为动作,fasten,"v. 扣牢, 系牢, 缚紧"
Chapter-20 ⾏为动作,loosen,"v. 解开, 松开; 放宽"
Chapter-20 ⾏为动作,smash,v. 打碎; 猛烈撞击; 扣球
Chapter-20 ⾏为动作,scratch,"v. 擦破, 刮坏; 搔 n. 乱涂; 划痕, 擦伤"
Chapter-20 ⾏为动作,wipe,"v. 揩, 擦"
Chapter-20 ⾏为动作,scrape,v. 刮掉; 擦⼲; 勉强获得 n. 刮; 擦伤
Chapter-20 ⾏为动作,polish,"v. 擦光, 擦亮; 使完美, 改进"
Chapter-20 ⾏为动作,peel,v. 剥落; 掉漆; 脱⽪
Chapter-20 ⾏为动作,split,v. 开裂; 分裂; 分开
Chapter-20 ⾏为动作,sway,"v. 摇摆, 摆动, 摇晃"
Chapter-20 ⾏为动作,shake,"v. n. 摇动, 颤动"
Chapter-20 ⾏为动作,vibrate,"v. 振动, 摇摆"
Chapter-20 ⾏为动作,whirl,v. n. 回旋
Chapter-20 ⾏为动作,rotate,"v. 旋转, 转动"
Chapter-20 ⾏为动作,reel,"v. 眩晕, 混乱"
Chapter-20 ⾏为动作,shuffle,v. 洗牌; 拖着脚⾛; 搅乱…的次序 n. 洗牌
Chapter-20 ⾏为动作,collide,v. 碰撞; 抵触
Chapter-20 ⾏为动作,contact,"n. v. 接触, 联系"
Chapter-20 ⾏为动作,connect,v. 连接; 接通
Chapter-20 ⾏为动作,combine,"v. 联合, 结合"
Chapter-20 ⾏为动作,bond,v. 与…黏合(或连接) n. 黏合; 纽带
Chapter-20 ⾏为动作,integrate,"v. 合并, 成为⼀体"
Chapter-20 ⾏为动作,wrap,"v. 包, 裹"
Chapter-20 ⾏为动作,penetrate,"v. 刺⼊, 穿透; 渗透; 洞察"
Chapter-20 ⾏为动作,pierce,"v. 刺穿, 刺破, 穿透; 使⼼如⼑割"
Chapter-20 ⾏为动作,insert,"v. 插⼊, 嵌⼊ n. 插⼊物"
Chapter-20 ⾏为动作,tilt,"v. 倾斜, 歪斜"
Chapter-20 ⾏为动作,tow,"v. 拖, 拉, 牵引 n. 牵引"
Chapter-20 ⾏为动作,trail,v. 跟踪; 拖在后⾯ n. 踪迹
Chapter-20 ⾏为动作,arrange,"v. 安排, 整理, 使有条理"
Chapter-20 ⾏为动作,manipulate,v. 操作; 操纵
Chapter-20 ⾏为动作,steer,"v. 操舵, 驾驶(船、⻋等); 操纵"
Chapter-20 ⾏为动作,baptise,v. 给…施⾏洗礼
Chapter-20 ⾏为动作,bet,"v. 下注, 打赌; 敢说 n. 打赌; 赌注"
Chapter-20 ⾏为动作,stake,n. 赌注; 桩 v. 以…打赌
Chapter-20 ⾏为动作,gamble,v. n. 赌博; 冒险
Chapter-20 ⾏为动作,promise,n. 诺⾔ v. 承诺
Chapter-20 ⾏为动作,attract,v. 吸引; 引起
Chapter-20 ⾏为动作,obsess,"v. 痴迷, ⼼神不宁"
Chapter-20 ⾏为动作,mesmerize,"v. 吸引, 迷住"
Chapter-20 ⾏为动作,nightmare,"n. 噩梦, 梦魇"
Chapter-20 ⾏为动作,amaze,"v. 使惊奇, 使惊愕"
Chapter-20 ⾏为动作,marvel,"v. 感到惊讶, ⼤为赞叹 n. 奇迹"
Chapter-20 ⾏为动作,astonish,v. 使惊讶
Chapter-20 ⾏为动作,involve,v. 参加; 牵涉
Chapter-20 ⾏为动作,annoy,v. 使恼怒; 打扰
Chapter-20 ⾏为动作,upset,"v. 使⼼烦意乱, 使⽣⽓; 搅乱; 打翻"
Chapter-20 ⾏为动作,bewilder,"v. 使迷惑, 使不知所措"
Chapter-20 ⾏为动作,irony,n. 反语; 有讽刺意味的情形
Chapter-20 ⾏为动作,indignity,"n. 侮辱, 轻蔑"
Chapter-20 ⾏为动作,contempt,"n. 轻视, 藐视"
Chapter-20 ⾏为动作,neglect,"v. n. 忽视, 忽略"
Chapter-20 ⾏为动作,disregard,"v. 不顾, 漠视 n. 忽视, 漠视"
Chapter-20 ⾏为动作,ignorance,"n. ⽆知, 愚昧"
Chapter-20 ⾏为动作,bias,"v. 使有偏⻅, 使偏⼼ n. 偏⻅, 偏⼼"
Chapter-20 ⾏为动作,deviate,"v. 偏离, 背离"
Chapter-20 ⾏为动作,expel,v. 驱逐; 开除; 排出
Chapter-20 ⾏为动作,flee,"v. 逃避, 逃离"
Chapter-20 ⾏为动作,bully,"v. 恐吓, 欺凌 n. 恃强凌弱者"
Chapter-20 ⾏为动作,panic,"n. v. 惊恐, 惊慌"
Chapter-20 ⾏为动作,terrify,"v. 使恐惧, 使⾮常害怕"
Chapter-20 ⾏为动作,revenge,"n. 报仇, 复仇 v. 为…报仇"
Chapter-20 ⾏为动作,kidnap,"v. 绑架, 劫持"
Chapter-20 ⾏为动作,hijack,v. 劫持(⻜机或其他交通⼯具)
Chapter-20 ⾏为动作,smuggle,"v. ⾛私, 偷运"
Chapter-20 ⾏为动作,convict,"v. 定罪, 宣判…有罪 n. 已决犯"
Chapter-20 ⾏为动作,strangle,"v. 勒死, 扼死; 绞死; 扼杀"
Chapter-20 ⾏为动作,massacre,"n. v. 残杀, 屠杀"
Chapter-20 ⾏为动作,decimation,"n. ⼤批杀死, ⼤量毁灭; ⼤⼤削弱"
Chapter-20 ⾏为动作,intervene,v. 插话; ⼲扰; ⼲涉
Chapter-20 ⾏为动作,impede,"v. 防碍, 阻⽌"
Chapter-20 ⾏为动作,allure,"v. 吸引, 引诱"
Chapter-20 ⾏为动作,bait,v. 使上当发光 n. 诱饵
Chapter-20 ⾏为动作,induce,"v. 引诱, 劝说"
Chapter-20 ⾏为动作,tempt,"v. 引诱, 诱惑; 怂恿"
Chapter-20 ⾏为动作,designate,"v. 指明; 选派, 指派"
Chapter-20 ⾏为动作,assign,v. 布置; 分配; 指定; 确定
Chapter-20 ⾏为动作,distribute,"v. 分发, 分配"
Chapter-20 ⾏为动作,despatch,"v. 派遣, 调派; 迅速处理"
Chapter-20 ⾏为动作,detach,"v. 分开, 分离; 派遣"
Chapter-20 ⾏为动作,undo,"v. 取消; 打开, 解开"
Chapter-20 ⾏为动作,disguise,"v. 隐藏; 假扮, 伪装 n. 假扮; 伪装物"
Chapter-20 ⾏为动作,conceal,"v. 隐藏, 掩盖"
Chapter-20 ⾏为动作,refuse,v. 拒绝; 回绝
Chapter-20 ⾏为动作,exclude,v. 把…排除在外; 拒绝
Chapter-20 ⾏为动作,reverse,"v. 颠倒, 彻底改变; 撤销 n. 相反的情况; 反⾯"
Chapter-20 ⾏为动作,assure,v. 向…保证; 保证; 保险
Chapter-20 ⾏为动作,undertake,"v. 承担; 许诺, 保证"
Chapter-20 ⾏为动作,stipulate,"v. 规定, 明确要求; 保证"
Chapter-20 ⾏为动作,convince,"v. 使确信, 使信服; 说服"
Chapter-20 ⾏为动作,reassure,"v. 使安⼼, 使放⼼"
Chapter-20 ⾏为动作,wish,v. 想要 n. 希望
Chapter-20 ⾏为动作,aspire,v. 渴望; 有志于
Chapter-20 ⾏为动作,desire,"n. 愿望, 欲望 v. 渴望, 期望"
Chapter-20 ⾏为动作,yearn,"v. 渴望, 向往"
Chapter-20 ⾏为动作,invoke,v. 恳求; 唤起(感情等); 向…祈求帮助
Chapter-20 ⾏为动作,itch,v. 发痒; 渴望 n. 痒; 渴望
Chapter-20 ⾏为动作,attempt,"v. 尝试, 试图 n. 尝试, 企图"
Chapter-20 ⾏为动作,strive,"v. 努⼒, 奋⽃"
Chapter-20 ⾏为动作,effort,n. 努⼒; 努⼒的成果
Chapter-20 ⾏为动作,fulfil,"v. 履⾏, 实⾏; 完成; 满⾜"
Chapter-20 ⾏为动作,range,v. 变动
Chapter-20 ⾏为动作,sort,"n. 种类, 类别 v. 把…分类"
Chapter-20 ⾏为动作,loom,v. 隐现; 逼近 n. 织布机
Chapter-20 ⾏为动作,launch,"v. 发射; 发布, 推出; 发起"
Chapter-20 ⾏为动作,commence,"v. 开始, 着⼿"
Chapter-20 ⾏为动作,exploit,"v. 开发, 开采, 开拓"
Chapter-20 ⾏为动作,explore,"v. 勘查, 考察; 探讨"
Chapter-20 ⾏为动作,exert,"v. 运⽤, ⾏使; 施加"
Chapter-20 ⾏为动作,tackle,"v. 处理, 应对, 解决 n. ⽤具, 器材"
Chapter-20 ⾏为动作,cope,"v. 应付, 处理"
Chapter-20 ⾏为动作,dispose,"v. 布置, 安排"
Chapter-20 ⾏为动作,conduct,"v. 进⾏, 实施 n. 举⽌, ⾏为"
Chapter-20 ⾏为动作,omit,v. 遗漏; 省略; 删去
Chapter-20 ⾏为动作,delete,"v. 删除, 删掉"
Chapter-20 ⾏为动作,cancel,v. 取消; 废除
Chapter-20 ⾏为动作,clear,adj. 清晰的; 明显的 v. 清除
Chapter-20 ⾏为动作,erase,v. 擦掉; 抹去; 删除
Chapter-20 ⾏为动作,rescue,"v. n. 营救, 救援"
Chapter-20 ⾏为动作,resort,"v. 求助于, 采取 n. 度假胜地"
Chapter-20 ⾏为动作,recover,v. 重新拿回; 恢复健康; 复原
Chapter-20 ⾏为动作,restore,v. 恢复; 归还; 修复
Chapter-20 ⾏为动作,rectify,"v. 纠正, 矫正, 改正"
Chapter-20 ⾏为动作,redeem,"v. 赎回; 挽回, 补偿; 兑现"
Chapter-20 ⾏为动作,offset,v. n. 补偿; 抵消
Chapter-20 ⾏为动作,replenish,"v. 重新装满, 补充"
Chapter-20 ⾏为动作,obtain,"v. 获得, 得到"
Chapter-20 ⾏为动作,gain,v. 获得; 增加 n. 增加; 改进
Chapter-20 ⾏为动作,supply,"v. 供给, 供应, 提供 n. 供应量"
Chapter-20 ⾏为动作,offer,n. 给予; 提议 v. 提供; 出价
Chapter-20 ⾏为动作,render,v. 给予; 提供; 翻译
Chapter-20 ⾏为动作,enlarge,v. 扩⼤; 扩展; 放⼤
Chapter-20 ⾏为动作,augment,"v. 扩⼤, 增加, 加强, 提⾼"
Chapter-20 ⾏为动作,magnify,v. 放⼤; 夸⼤
Chapter-20 ⾏为动作,amplify,v. 增强; 扩⼤; 充实
Chapter-20 ⾏为动作,exaggerate,"v. 夸张, 夸⼤"
Chapter-20 ⾏为动作,prolong,v. 延⻓; 延期
Chapter-20 ⾏为动作,uphold,"v. ⽀持, 维护; 维持"
Chapter-20 ⾏为动作,backup,"n. 备份; 后援, ⽀持 adj. 备⽤的"
Chapter-20 ⾏为动作,propel,"v. 推动, 驱使; 推进"
Chapter-20 ⾏为动作,update,v. 更新; 使现代化
Chapter-20 ⾏为动作,raise,v. 举起; 引起; 抚养; 提⾼
Chapter-20 ⾏为动作,leak,"v. 泄漏 n. 漏洞, 裂缝"
Chapter-20 ⾏为动作,spill,v. 溢出
Chapter-20 ⾏为动作,seep,v. 渗出; 渗漏
Chapter-20 ⾏为动作,ooze,v. 渗出; 洋溢着
Chapter-20 ⾏为动作,evacuate,"v. 疏散, 撤离"
Chapter-20 ⾏为动作,trench,"v. 掘沟; 砍除 n. 沟, 渠, 壕沟"
Chapter-20 ⾏为动作,saturate,"v. 使饱和, 使充满; 浸透"
Chapter-20 ⾏为动作,excuse,v. 原谅; 同意免除 n. 理由; 借⼝
Chapter-20 ⾏为动作,forgive,"v. 原谅, 宽恕, 饶恕"
Chapter-20 ⾏为动作,contain,"v. 包含, 容纳; 抵制"
Chapter-20 ⾏为动作,regard,n. 尊重; 问候 v. 看待
Chapter-20 ⾏为动作,flatter,"v. 奉承, 讨好, 向…谄媚"
Chapter-20 ⾏为动作,worship,"n. 崇拜, 礼拜; 爱慕 v. 做礼拜"
Chapter-20 ⾏为动作,cause,"n. 原因, 理由; 事业 v. 引起, 导致"
Chapter-20 ⾏为动作,sake,"n. 理由, ⽬的"
Chapter-20 ⾏为动作,purpose,n. ⽬的
Chapter-20 ⾏为动作,objective,n. 宗旨; ⽬标 adj. 客观的
Chapter-20 ⾏为动作,arouse,"v. 唤起, 激起, 引起"
Chapter-20 ⾏为动作,trigger,"v. 引发, 触发 n. 扳机"
Chapter-20 ⾏为动作,seek,v. 寻找; 寻求
Chapter-20 ⾏为动作,retrieve,v. 取回; 挽回
Chapter-20 ⾏为动作,testify,v. 作证; 证明
Chapter-20 ⾏为动作,verify,"v. 证实; 核实, 查清"
Chapter-20 ⾏为动作,specify,"v. 具体指定, 详细说明"
Chapter-20 ⾏为动作,enlighten,"v. 启发, 开启, 启迪"
Chapter-20 ⾏为动作,impart,v. 传授; 透露
Chapter-20 ⾏为动作,deserve,v. 应得; 应受
Chapter-20 ⾏为动作,drop,v. 落下; 降低; 和…断绝关系 n. 滴
Chapter-20 ⾏为动作,sink,v. 下降; 下沉
Chapter-20 ⾏为动作,plummet,v. 垂直掉下; 骤然下跌
Chapter-20 ⾏为动作,muffle,v. 使(声⾳)减弱
Chapter-20 ⾏为动作,overshadow,v. 遮蔽; 使黯然失⾊
Chapter-20 ⾏为动作,invite,v. 邀请
Chapter-20 ⾏为动作,welcome,int. n. v. 欢迎
Chapter-20 ⾏为动作,salute,v. n. ⾏礼; 致敬
Chapter-20 ⾏为动作,celebrate,v. 庆祝
Chapter-20 ⾏为动作,congratulate,"v. 祝贺, 向…道贺"
Chapter-20 ⾏为动作,bless,"v. 祝福, 为…祈求上帝保佑"
Chapter-20 ⾏为动作,participate,"v. 参与, 参加"
Chapter-20 ⾏为动作,farewell,int. 再会 n. 告别
Chapter-21 身⼼健康,assort,"v. 把…分类; 相配, 协调"
Chapter-21 身⼼健康,correspond,"v. 符合, 相⼀致; 通信"
